Neuron Name,SKID,SKID in V14?,Classification,DN Type,Status,DT Hemisphere,Soma Hemisphere,ID,Annotations
A2_Presynaptic_PS_82,12529064,True,,DNp,duplicate - manual,Right,LEFT HEMISPHERE,Unidentified DN,"['duplicate - manual', 'LEFT HEMISPHERE', 'DNp', 'right DT', 'Unidentified DN', 'Descending Neuron', 'import_Wilson_lab_06_06_2019', 'import_Wilson_lab_03_12_2019']"
A2_Presynaptic_PS_78,12529152,True,,DNb,duplicate - manual,Right,RIGHT HEMISPHERE,Unidentified DN,"['miscellaneous DNb', 'Unidentified DN', 'DNb', 'RIGHT HEMISPHERE', 'duplicate - manual', 'right DT', 'Descending Neuron', 'import_Wilson_lab_06_06_2019', 'import_Wilson_lab_03_12_2019']"
A2_Postsynaptic_6,12529404,,DNb02,DNb,duplicate - auto,Left,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'Identified DN', 'DNb02', 'duplicate - auto', 'left DT', 'DNb', 'RIGHT HEMISPHERE', 'Descending Neuron', 'A2_distraction_17', 'import_Wilson_lab_03_12_2019', 'A2_posts_1062', 'A2_posts_1016', 'A2_Postsynaptic_22', 'import_Wilson_lab_06_06_2019']"
Google: 6992395824,48761955,,,DNg,Complete,Left,RIGHT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'Bilateral', 'RIGHT HEMISPHERE', 'DNg', 'left DT', 'Unidentified DN', 'Descending Neuron']"
Google: 6719207086 JK,49031118,,,,unclear FW,Right,FindSoma,Unidentified DN,"['unclear FW', 'DN pair 1', 'right DT', 'DN_Autoseg_Exploration', 'CardLab', 'Descending Neuron', 'CAT-Ongoing', 'FindSoma', 'Unidentified DN']"
Google: 5407024401 ET,49454955,,,,no FW soma,Right,FindSoma,Unidentified DN,"['Descending Neuron', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'DN pair 1', 'Unidentified DN', 'FindSoma', 'no FW soma', 'right DT']"
Google: 7767086236 ET,51635442,,,DNp,Complete,Right,RIGHT HEMISPHERE,Miscellaneous DNp,"['miscellaneous DNp', 'right DT', 'RIGHT HEMISPHERE', 'DNp', 'CAT-Ongoing', 'Unidentified DN', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab']"
DNp19 Google: 6985953831 JK,51773316,,DNp19,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['DNp19', 'Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 5023793874 ET,51929106,,,DNp,Complete,Right,LEFT HEMISPHERE,Miscellaneous DNp,"['miscellaneous DNp', 'DNp', 'right DT', 'LEFT HEMISPHERE', 'CardLab', 'CAT-Ongoing', 'Descending Neuron']"
Google: 6727492152,52161537,,DNp type 6,DNp,duplicate - auto,Right,RIGHT HEMISPHERE,Typed DN,"['duplicate - auto', 'DNp type 6', 'right DT', 'RIGHT HEMISPHERE', 'DNp', 'Typed DN', 'Unidentified DN', 'Descending Neuron']"
Google: 6978897504 ET,53197491,,,DNa,duplicate - auto,Right,RIGHT HEMISPHERE,Miscellaneous DNa,"['miscellaneous DNa', 'duplicate - auto', 'right DT', 'RIGHT HEMISPHERE', 'Unidentified DN', 'CardLab', 'DN_Autoseg_Exploration', 'Descending Neuron', 'DNa']"
Google: 2781413885 ET,53393046,,,,FindSoma,Right,FindSoma,,"['right DT', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'FindSoma']"
DN095a Google: 4358474775 ET,53875761,,,DNb,Complete,Right,LEFT HEMISPHERE,Identified DN,"['Hiro_Dropbox_DNs', 'Identified DN', 'DN095a', 'DN_Autoseg_Exploration', 'LEFT HEMISPHERE', 'right DT', 'Descending Neuron', 'DNb', 'CardLab']"
Google: 6090959528 ET,54583269,,DNg type 9,DNg,Complete,Right,LEFT HEMISPHERE,Typed DN,"['Typed DN', 'Descending Neuron', 'DNg type 9', 'Bilateral', 'right DT', 'LEFT HEMISPHERE', 'Unidentified DN', 'DNg', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 3988040665 JK,55136541,,,DNg,Complete,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'Unidentified DN', 'DNg', 'LEFT HEMISPHERE', 'right DT', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing', 'Descending Neuron']"
Google: 4627123743 ET,55782837,,,DNg,Check FC,Right,RIGHT HEMISPHERE,Miscellaneous DNg,"['check FC', 'miscellaneous DNg', 'Unidentified DN', 'right DT', 'RIGHT HEMISPHERE', 'DNg', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'Card_DN_Cands']"
Google: 2524864788 ET,55797627,,DNp23,DNp,duplicate - auto,Left,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'Identified DN', 'DNp23', 'duplicate - auto', 'DNp', 'left DT', 'RIGHT HEMISPHERE', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'Card_DN_Cands']"
Google: 2524864795 ET,55798128,,DNp type 23,DNp,Complete,Right,LEFT HEMISPHERE,Typed DN,"['long middle tract', 'Typed DN', 'DNp type 23', 'right DT', 'Unidentified DN', 'DNp', 'Bilateral', 'LEFT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 2524864909,55800156,,,DNp,duplicate - auto,Left,RIGHT HEMISPHERE,Miscellaneous DNp,"['miscellaneous DNp', 'long middle tract', 'Unidentified DN', 'duplicate - auto', 'RIGHT HEMISPHERE', 'left DT', 'DNp', 'Descending Neuron']"
Google: 2524226747 ET,55807407,,DNp type 10,DNp,Complete,Right,LEFT HEMISPHERE,Typed DN,"['long middle tract', 'Unidentified DN', 'right DT', 'DN_Autoseg_Exploration', 'DNp type 10', 'Typed DN', 'LEFT HEMISPHERE', 'DNp', 'CAT-Ongoing', 'CardLab', 'Bilateral', 'Descending Neuron']"
Google: 2945839431 ET,58327731,,,DNp,duplicate - auto,Right,RIGHT HEMISPHERE,Miscellaneous DNp,"['miscellaneous DNp', 'RIGHT HEMISPHERE', 'duplicate - auto', 'right DT', 'DN_Autoseg_Exploration', 'Descending Neuron', 'Unidentified DN', 'DNp', 'CAT-Ongoing', 'CardLab']"
Google: 6866924391 JK,58721814,,DNg73,DNg,Complete,Right,LEFT HEMISPHERE,Identified DN,"['Identified DN', 'DNg73', 'DNg', 'LEFT HEMISPHERE', 'right DT', 'Descending Neuron', 'CardLab', 'CAT-Ongoing']"
Google: 10124038180 ET,59935647,,DNg type 36,DNg,Complete,check DT,RIGHT HEMISPHERE,Typed DN,"['DNg type 36', 'Typed DN', 'Unidentified DN', 'DNg', 'left DT', 'Bilateral', 'RIGHT HEMISPHERE', 'DN_Autoseg_Exploration', 'check DT', 'Descending Neuron', 'CardLab']"
Google: 6460030143 ET,60413418,,,DNg,Complete,Left,RIGHT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'left DT', 'DNg', 'Unidentified DN', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
DNg31 Google: 5432004175 ET,60927966,,DNg31,DNg,Complete,Right,LEFT HEMISPHERE,Identified DN,"['DNg31', 'Published in Namiki 2018', 'right DT', 'LEFT HEMISPHERE', 'Identified DN', 'DNg', 'Descending Neuron', 'CardLab', 'CAT-Ongoing', 'DN_Autoseg_Exploration']"
Google: 6328337256 JK,62277534,,,,unclear FW,Left,FindSoma,Unidentified DN,"['unclear FW', 'left DT', 'Unidentified DN', 'FindSoma', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 3326483594 JK,64656654,,,DNb,duplicate - auto,Right,RIGHT HEMISPHERE,Unidentified DN,"['right DT', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'RIGHT HEMISPHERE', 'DNb', 'miscellaneous DNb', 'duplicate - auto', 'Unidentified DN']"
Google: 4110236145 JK,67636053,,,DNg,duplicate - auto,Left,midLine,Unidentified DN,"['midLine', 'left DT', 'Unidentified DN', 'DNg', 'Descending Neuron', 'duplicate - auto']"
Google: 6724948069 ET,68917869,,,,unclear FW,Right,FindSoma,Unidentified DN,"['unclear FW', 'Bilateral', 'right DT', 'Unidentified DN', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'Descending Neuron', 'FindSoma']"
DNp21 Google: 6724977307 ET,68938707,,DNp21,DNp,Check FC,Left,LEFT HEMISPHERE,Identified DN,"['DNp21', 'Published in Namiki 2018', 'left DT', 'DNp', 'Identified DN', 'check FC', 'DN_Autoseg_Exploration', 'LEFT HEMISPHERE', 'Descending Neuron', 'CardLab', 'CAT-Ongoing']"
Google: 4756404923 JK,68982183,,DNb02,DNb,duplicate - auto,,,Identified DN,"['Published in Namiki 2018', 'Identified DN', 'DNb02', 'DNb', 'CardLab', 'CAT-Ongoing', 'Descending Neuron', 'duplicate - auto']"
Google: 5025737000 JK,69739125,,,DNg,Complete,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'right DT', 'Unidentified DN', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing', 'LEFT HEMISPHERE', 'DNg', 'Descending Neuron']"
Google: 6208033904 JK,70618683,,,,unclear FW,Right,FindSoma,Unidentified DN,"['unclear FW', 'right DT', 'Unidentified DN', 'FindSoma', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 5559329873 ET,71118495,,,DNg,Check FC,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'anterior soma', 'check FC', 'right DT', 'DNg', 'Unidentified DN', 'LEFT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 5553526610 ET,71454156,,,DNg,Complete,Left,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'left DT', 'DNg', 'Unidentified DN', 'LEFT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 9995420503 JK,72810540,,DNg type 3,DNg,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 3', 'Unidentified DN', 'DNg', 'right DT', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 6071720549 ET,73351986,,,DNg,Complete,Right,LEFT HEMISPHERE,Unidentified DN,"['LEFT HEMISPHERE', 'Descending Neuron', 'right DT', 'Unidentified DN', 'DNg', 'Bilateral', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 4238824958 JK,73581219,,,DNg,Complete,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'right DT', 'DNg', 'Unidentified DN', 'LEFT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 4238137527,73585995,,,,unclear FW,Right,FindSoma,Unidentified DN,"['unclear FW', 'DN_Autoseg_Exploration', 'right DT', 'Unidentified DN', 'FindSoma', 'CardLab', 'Descending Neuron', 'Card_DN_Cands']"
Google: 4238162608 ET,73587672,,,DNp,duplicate - auto,check DT,LEFT HEMISPHERE,Unidentified DN,"['long middle tract', 'Bilateral', 'LEFT HEMISPHERE', 'DNp', 'dense core vesicles', 'duplicate - auto', 'check DT', 'right DT', 'Unidentified DN', 'Descending Neuron']"
DNp19 Google: 4509482883,74016090,,DNp19,DNp,Check FC,Left,LEFT HEMISPHERE,Identified DN,"['check FC', 'DNp19', 'Published in Namiki 2018', 'left DT', 'DNp', 'Identified DN', 'LEFT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Merged: Type_F_Cand_31_QV']"
Google: 2144282381,76039983,,DNp64,DNp,Complete,Right,LEFT HEMISPHERE,Identified DN,"['Hiro_Dropbox_DNs', 'Identified DN', 'DNp64', 'right DT', 'LEFT HEMISPHERE', 'DNp', 'Descending Neuron', 'SD Descending']"
Google: 6733879555 JK,76568064,,,DNg,Complete,Right,RIGHT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'Unidentified DN', 'DNg', 'right DT', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 6733879542 JK,76579584,,,DNg,Complete,Right,LEFT HEMISPHERE,Unidentified DN,"['Unidentified DN', 'DNg', 'LEFT HEMISPHERE', 'right DT', 'CardLab', 'CAT-Ongoing', 'Descending Neuron']"
Google: 4605977307,77291610,,DNa type 4,DNa,duplicate - auto,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNa type 4', 'Unidentified DN', 'DNa', 'right DT', 'RIGHT HEMISPHERE', 'Descending Neuron', 'duplicate - auto']"
Google: 5956579392 JK,78856800,,DNg type 11,DNg,Complete,Right,midLine,Typed DN,"['midLine', 'Typed DN', 'DNg type 11', 'Unidentified DN', 'right DT', 'DNg', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 6860538640 JK,78970737,,DNg08,DNg,duplicate - auto,Right,RIGHT HEMISPHERE,Identified DN,"['DNg08', 'Published in Namiki 2018', 'Identified DN', 'duplicate - auto', 'DNg', 'right DT', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 5044902858 JK,82142430,,DNg type 3,DNg,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 3', 'Unidentified DN', 'DNg', 'right DT', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
DNg29 Google: 3467312560 ET,82256013,,DNg29,DNg,Complete,Right,LEFT HEMISPHERE,Identified DN,"['DNg29', 'Published in Namiki 2018', 'right DT', 'DNg', 'CAT-Ongoing', 'Identified DN', 'Bilateral', 'LEFT HEMISPHERE', 'DN_Autoseg_Exploration', 'CardLab', 'Descending Neuron']"
Google: 6735827632 ET,82288482,,,,unclear FW,Left,FindSoma,Unidentified DN,"['unclear FW', 'left DT', 'Unidentified DN', 'CAT-Ongoing', 'FindSoma', 'CardLab', 'DN_Autoseg_Exploration', 'Descending Neuron']"
Google: 6737752093 JK,83231280,,DNg21,DNg,Complete,Right,LEFT HEMISPHERE,Identified DN,"['Identified DN', 'Published in Namiki 2018', 'DNg21', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'DNg', 'LEFT HEMISPHERE', 'right DT']"
Google: 2922797499 ET,83780691,,,,duplicate - auto,Right,FindSoma,Unidentified DN,"['no FW soma', 'duplicate - auto', 'Unidentified DN', 'right DT', 'Descending Neuron', 'FindSoma', 'putative descending neuron', 'dense core vesicles']"
Google: 4907362718 ET,83857527,,,DNp,Complete,Right,RIGHT HEMISPHERE,Miscellaneous DNp,"['miscellaneous DNp', 'right DT', 'DNp', 'Unidentified DN', 'DN_Autoseg_Exploration', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'CardLab', 'Descending Neuron']"
DNp50 Google: 2794234997 JK,83912838,,DNp50,DNp,Complete,Left,midLine,Identified DN,"['DNp50', 'Hiro_Dropbox_DNs', 'left DT', 'CAT-Ongoing', 'Identified DN', 'DNp', 'midLine', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab']"
DNp48 Google: 2655376077 JK,84315105,,DNp48,DNp,Complete,Right,LEFT HEMISPHERE,Identified DN,"['DNp48', 'Hiro_Dropbox_DNs', 'right DT', 'DNp', 'Identified DN', 'LEFT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 6200949290 ET,84562611,,DNg type 1,DNg,Complete,Left,RIGHT HEMISPHERE,Typed DN,"['left DT', 'DNg', 'Typed DN', 'Unidentified DN', 'DNg type 1', 'RIGHT HEMISPHERE', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Descending Neuron']"
Google: 6199019007 ET,84625239,,DNg type 4,DNg,Complete,Left,RIGHT HEMISPHERE,Typed DN,"['left DT', 'DNg', 'Typed DN', 'Unidentified DN', 'DNg type 4', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'CardLab', 'Descending Neuron', 'DN_Autoseg_Exploration']"
Google: 6089634299 JK,86710608,,,DNg,Complete,Right,RIGHT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'Unidentified DN', 'RIGHT HEMISPHERE', 'DNg', 'right DT', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 4237565869 ET,88813749,,,DNg,duplicate - auto,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'duplicate - auto', 'LEFT HEMISPHERE', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing', 'right DT', 'Unidentified DN', 'DNg', 'Descending Neuron']"
Google: 2389868683 ET,89034633,,,,no FW soma,Right,FindSoma,Unidentified DN,"['no FW soma', 'Putative_Descending', 'right DT', 'Unidentified DN', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'FindSoma']"
Google: 6597688483 ET,89295957,,,DNg,Complete,Left,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'left DT', 'DNg', 'Unidentified DN', 'Bilateral', 'LEFT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 10122115469 ET,89979861,,DNg type 36,DNg,Complete,Left,RIGHT HEMISPHERE,Typed DN,"['DNg type 36', 'Typed DN', 'DNg', 'Unidentified DN', 'Bilateral', 'DN_Autoseg_Exploration', 'RIGHT HEMISPHERE', 'Descending Neuron', 'CardLab', 'left DT']"
Google: 10122118361 ET,89991225,,,,no FW soma,Right,FindSoma,Unidentified DN,"['right DT', 'Unidentified DN', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Descending Neuron', 'FindSoma', 'no FW soma']"
Google: 8415194358 ET,90051648,,,,unclear FW,Right,FindSoma,,"['unclear FW', 'Putative_Descending', 'FindSoma', 'Descending Neuron', 'DN_Autoseg_Exploration', 'right DT', 'CardLab', 'dark cytosol']"
Google: 6980827268 ET,90545454,,,DNg,Complete,Right,midLine,Miscellaneous DNg,"['miscellaneous DNg', 'Bilateral', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'Unidentified DN', 'DN_Autoseg_Exploration', 'midLine', 'DNg', 'right DT']"
Google: 5923959547 ET,91314618,,DNc type 1,DNc,Complete,Right,LEFT HEMISPHERE,Typed DN,"['DNc type 1', 'Typed DN', 'Unidentified DN', 'DNc', 'LEFT HEMISPHERE', 'right DT', 'CAT-Ongoing', 'DN_Autoseg_Exploration', 'CardLab', 'Descending Neuron']"
Google: 8165024262 ET,91701903,,,DNg,Complete,Right,RIGHT HEMISPHERE,Unidentified DN,"['DN_Autoseg_Exploration', 'Unidentified DN', 'right DT', 'CAT-Ongoing', 'Descending Neuron', 'CardLab', 'RIGHT HEMISPHERE', 'DNg']"
Google: 6718514784 ET,94256790,,,DNg,unclear FW,Right,RIGHT HEMISPHERE,Unidentified DN,"['Unidentified DN', 'RIGHT HEMISPHERE', 'right DT', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'DNg', 'unclear FW']"
Google: 5929681686 JK,96092610,,,DNa,Complete,Right,RIGHT HEMISPHERE,Miscellaneous DNa,"['miscellaneous DNa', 'right DT', 'DNa', 'RIGHT HEMISPHERE', 'Unidentified DN', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 4646966957 JK,96798741,,DNg type 11,DNg,Complete,Right,midLine,Typed DN,"['Typed DN', 'DNg type 11', 'Unidentified DN', 'right DT', 'DNg', 'midLine', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 3316321900 ET,97036851,,,DNp,Complete,Left,LEFT HEMISPHERE,Miscellaneous DNp,"['miscellaneous DNp', 'left DT', 'Unidentified DN', 'CardLab', 'DNp', 'LEFT HEMISPHERE', 'Descending Neuron', 'CAT-Ongoing']"
Google: 5431978886 JK,97547301,,,DNg,Complete,Right,RIGHT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'Unidentified DN', 'DNg', 'right DT', 'RIGHT HEMISPHERE', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing', 'Descending Neuron']"
Google: 3299048045 ET,97593900,,DNp type 10,DNp,Complete,Right,LEFT HEMISPHERE,Typed DN,"['long middle tract', 'Unidentified DN', 'right DT', 'DNp', 'Typed DN', 'DNp type 10', 'DN_Autoseg_Exploration', 'LEFT HEMISPHERE', 'Descending Neuron', 'CardLab', 'CAT-Ongoing']"
Google: 3576039390 ET,98163114,,,DNa,Complete,Left,LEFT HEMISPHERE,Miscellaneous DNa,"['miscellaneous DNa', 'left DT', 'DNa', 'Unidentified DN', 'LEFT HEMISPHERE', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'Descending Neuron']"
Google: 4755668291,98577126,,DNp type 20,DNp,duplicate - auto,Right,RIGHT HEMISPHERE,Typed DN,"['DNp type 20', 'RIGHT HEMISPHERE', 'Unidentified DN', 'Typed DN', 'duplicate - auto', 'DNp', 'right DT', 'Descending Neuron']"
Google: 4755758242,98587476,,DNb02,DNb,duplicate - auto,,,,"['DNb02', 'DNb', 'Descending Neuron', 'duplicate - auto']"
Google: 5298899919 JK,98860251,,DNg type 25,DNg,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['DNg type 25', 'Typed DN', 'Unidentified DN', 'DNg', 'RIGHT HEMISPHERE', 'right DT', 'Descending Neuron']"
DNb06 Google: 6330197688,99944784,,DNb06,DNb,Complete,Left,RIGHT HEMISPHERE,Identified DN,"['DNb06', 'Published in Namiki 2018', 'DNb', 'left DT', 'Identified DN', 'RIGHT HEMISPHERE', 'Descending Neuron', 'Card_DN_Cands']"
Google: 6330867949,99957903,,DNb06,DNb,duplicate - auto,Right,LEFT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'Identified DN', 'DNb06', 'LEFT HEMISPHERE', 'right DT', 'DNb', 'Descending Neuron', 'duplicate - auto']"
Google: 8432479750 ET,101486538,,,DNg,Complete,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'right DT', 'DNg', 'DN_Autoseg_Exploration', 'Unidentified DN', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'Bilateral', 'LEFT HEMISPHERE']"
Google: 6057017753 JK,101928855,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'DN_Autoseg_Exploration', 'RIGHT HEMISPHERE', 'Descending Neuron', 'CardLab', 'CAT-Ongoing']"
Google: 6312935485,102156789,,,DNp,duplicate - auto,double DT,midLine,Miscellaneous DNp,"['miscellaneous DNp', 'double DT', 'duplicate - auto', 'left DT', 'right DT', 'Unidentified DN', 'DNp', 'midLine', 'Descending Neuron']"
Google: 6603346600 ET,102503151,,DNg type 1,DNg,Complete,Left,RIGHT HEMISPHERE,Typed DN,"['left DT', 'DNg', 'DNg type 1', 'Typed DN', 'Unidentified DN', 'DN_Autoseg_Exploration', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'RIGHT HEMISPHERE']"
Google: 6993638015 JK,102894732,,,DNg,Complete,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'DN_Autoseg_Exploration', 'Descending Neuron', 'Unidentified DN', 'DNg', 'LEFT HEMISPHERE', 'right DT', 'CardLab', 'CAT-Ongoing']"
Google: 6993639416 ET,102909591,,,DNg,duplicate - auto,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'Bilateral', 'DNg', 'duplicate - auto', 'Unidentified DN', 'right DT', 'LEFT HEMISPHERE', 'CardLab', 'Descending Neuron']"
Google: 5304058997 ET,104007771,,,DNg,Complete,Left,LEFT HEMISPHERE,Unidentified DN,"['left DT', 'medial soma', 'LEFT HEMISPHERE', 'DNg', 'Unidentified DN', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 6717868231 ET,104283489,,DNa type 1,DNa,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['right DT', 'DNa', 'Typed DN', 'Unidentified DN', 'DNa type 1', 'Descending Neuron', 'RIGHT HEMISPHERE', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 9208484547,104872959,,,DNg,duplicate - auto,Right,RIGHT HEMISPHERE,Unidentified DN,"['DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'right DT', 'Unidentified DN', 'DNg', 'Descending Neuron', 'duplicate - auto']"
Google: 2940692698 JK,107140500,,,DNp,Check FC,Right,RIGHT HEMISPHERE,Unidentified DN,"['Unidentified DN', 'check FC', 'DNp', 'right DT', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 5290528518 ET,107186139,,DNp12,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'Identified DN', 'DNp12', 'DNp', 'RIGHT HEMISPHERE', 'right DT', 'CardLab', 'CAT-Ongoing', 'Descending Neuron']"
Google: 4131989826 JK,107503779,,DNg type 16,DNg,Complete,Right,LEFT HEMISPHERE,Typed DN,"['right DT', 'DNg', 'DNg type 16', 'Typed DN', 'Unidentified DN', 'LEFT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 5171558777 JK,107636157,,DNg type 35,DNg,Complete,Left,RIGHT HEMISPHERE,Typed DN,"['DNg type 35', 'Typed DN', 'left DT', 'Unidentified DN', 'DNg', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 5171589446 ET,107643138,,,DNg,duplicate - auto,Left,LEFT HEMISPHERE,,"['LEFT HEMISPHERE', 'left DT', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'duplicate - auto', 'DNg']"
Google: 4117942357 JK,107690355,,,DNg,Complete,Left,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'left DT', 'Unidentified DN', 'DNg', 'LEFT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 6742887152 ET,107715879,,DNg type 17,DNg,Complete,Right,LEFT HEMISPHERE,Typed DN,"['DNg', 'Typed DN', 'right DT', 'DNg type 17', 'LEFT HEMISPHERE', 'Unidentified DN', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 6848476529 ET,107842545,,,,unclear FW,Left,FindSoma,Unidentified DN,"['unclear FW', 'left DT', 'Unidentified DN', 'FindSoma', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
