Neuron Name,skeletonID,GF1 Synapse Count,annotations
GF input neuron 874284 MAR SMA - unclassified type 19,874283,62,"['LEFT HEMISPHERE', 'Input to GF1 lateral', 'GF1 input neuron', 'Input to GF2 lateral', 'CardLab', 'Input to GF1 medial', 'Unclassified GF input neuron - type 19', 'CAT-Ongoing', 'GF2 input neuron', 'Bilateral', 'Postsynaptic to LC4', 'Postsynaptic to LPLC2', 'LCBR', 'GC', 'Visual_Interneuron', 'lACBR', 'AVLP_L', 'AVLP_R', 'EPA_R', 'GOR_L', 'GOR_R', 'ICL_L', 'LH_L', 'PVLP_L', 'PLP_L', 'PLP_R', 'PVLP_R', 'SPS_L', 'SPS_R', 'WED_R', 'LO_L', 'contralateral', 'Heterolateral', 'projection neuron']"
putative LPLC2 neuron 874304 MAR SMA,874303,9,"['BLD6 R', 'RIGHT HEMISPHERE', 'CardLab', 'LOP-R', 'CAT-Ongoing', 'LPLC2', 'Input to GF1 lateral', 'GF1 input neuron', 'LO-R', 'Postsynaptic to LPLC2', 'Visual', 'LCBR', 'LO_R', 'LOP_R', 'PLP_R', 'PVLP_R', 'CVid', 'Ipsilateral', 'Unilateral', 'projection neuron', 'Homolateral', 'VPN', 'VisualVideo']"
putative LC4 neuron 874313 SM,874312,45,"['neuron 14069280', 'neuron 14065919', 'VPN', 'Import', 'Input to GF1 lateral', 'PVLP_R', 'neuron 14065946', 'LCBR', 'GF1 input neuron', 'VisualVideo', 'PLP_R', 'Visual', 'projection neuron', 'putative LC4 neuron', 'neuron 14479483', 'neuron 14064001', 'LO-R', 'v14-seg-li-190805.0 upload CATCard', 'LO_R', 'Postsynaptic to LPLC2', 'neuron 14479471', 'Unilateral', 'Homolateral', 'CardLab', 'neuron 14479507', 'neuron 14479495', 'LC4_Imported_Review', 'neuron 14069441', 'neuron 14479459', 'CVid', 'RIGHT HEMISPHERE', 'Ipsilateral', 'neuron 14479519']"
putative LPLC2 neuron 874344 MAR,874343,7,"['BLD6 R', 'CardLab', 'Input to GF1 lateral', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'LOP-R', 'LPLC2', 'LO-R', 'CAT-Ongoing', 'Visual', 'LCBR', 'LO_R', 'LOP_R', 'PLP_R', 'PVLP_R', 'Ipsilateral', 'Unilateral', 'projection neuron', 'Homolateral', 'VPN', 'VisualVideo']"
putative LC4 neuron 874360 MAR SMA JSP,874359,50,"['putative LC4 neuron', 'CardLab', 'LO-R', 'CAT-Ongoing', 'Input to GF1 lateral', 'Postsynaptic to LPLC2', 'presynaptic to LC4', 'Visual', 'Import', 'RIGHT HEMISPHERE', 'GF1 input neuron', 'neuron 14480128', 'neuron 14480152', 'LC4_Imported_Review', 'neuron 14480140', 'LCBR', 'neuron 14480200', 'neuron 14480115', 'neuron 14480188', 'neuron 14480212', 'neuron 14480176', 'v14-seg-li-190805.0 upload CATCard', 'neuron 14480164', 'neuron 14480103', 'AVLP_R', 'LO_R', 'PLP_R', 'PVLP_R', 'WED_R', 'Ipsilateral', 'Unilateral', 'Homolateral', 'projection neuron', 'VPN', 'VisualVideo']"
putative LPLC2 neuron 874368 MAR,874367,23,"['GF1 input neuron', 'RIGHT HEMISPHERE', 'CardLab', 'Input to GF1 lateral', 'LOP-R', 'LPLC2', 'LO-R', 'LHN_JUNE_2017', 'LHN_JUNE_2017_NON_PN', 'presynaptic to LC4', 'Visual', 'LCBR', 'LO_R', 'LOP_R', 'PVLP_R', 'Ipsilateral', 'Unilateral', 'projection neuron', 'Homolateral', 'VPN', 'VisualVideo']"
GF input neuron 874387 MAR JSP - unclassified type 61b,874386,82,"['Lineage_annotated', 'Hartenstein_Hemilineage: BLVp1_posterior', 'Hartenstein_Lineage: BLVp1', 'ItoLee_Lineage: VLPl&p2', 'ItoLee_Hemilineage: VLPl&p2_posterior', 'Multi-Modal', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'Bilateral', 'Mechanosensory Interneuron', 'postsynaptic to JONeuron', 'GC', 'Input to GF1 lateral', 'GF1 input neuron', 'Type 10b', 'CAT-Ongoing', 'CardLab', 'PCBR', 'Postsynaptic to LC4', 'Input to GF1 medial', 'Visual_Interneuron', 'Unclassified GF input neuron - type 61b', 'AMMC_R', 'GNG', 'AVLP_R', 'EPA_L', 'EPA_R', 'IPS_R', 'GOR_L', 'GOR_R', 'ICL_R', 'SCL_R', 'PLP_R', 'PVLP_R', 'SAD', 'SPS_L', 'VES_R', 'SPS_R', 'WED_R', 'Input to GF1 soma tract', 'Ipsilateral', 'Heterolateral', 'projection neuron']"
putative LC4 neuron 874395 MAR JSP,874394,39,"['CardLab', 'LO-R', 'CAT-Ongoing', 'Input to GF1 lateral', 'RIGHT HEMISPHERE', 'GF1 input neuron', 'putative LC4 neuron', 'Postsynaptic to LPLC2', 'Postsynaptic to LC4', 'Visual', 'LCBR', 'neuron 14480586', 'neuron 14480610', 'Import', 'neuron 14480598', 'v14-seg-li-190805.0 upload CATCard', 'LC4_Imported_Review', 'LO_R', 'LOP_R', 'PLP_R', 'PVLP_R', 'WED_R', 'Ipsilateral', 'Unilateral', 'Homolateral', 'projection neuron', 'VPN', 'VisualVideo']"
GF input neuron 874410 MAR JSP - unclassified type 9,874409,36,"['Hartenstein_Hemilineage: BAlp2', 'ItoLee_Hemilineage: new_clone_3', 'ItoLee_Lineage: new_clone_3', 'Hartenstein_Lineage: BAlp2', 'Lineage_annotated', 'Multi-Modal', 'Postsynaptic to LC4', 'Input to GF1 lateral', 'CardLab', 'GF1 input neuron', 'Input to GF1 medial', 'CAT-Ongoing', 'rAVLPa', 'RIGHT HEMISPHERE', 'Input to GF1 soma tract', 'Unclassified GF input neuron - type 9', 'Input to GF1 anterior', 'BAlp2 R', 'Mechanosensory Interneuron', 'presynaptic to JO', 'ACBR', 'Visual_Interneuron', 'postsynaptic to JONeuron', 'AMMC_R', 'AVLP_R', 'GOR_R', 'ICL_R', 'MB_PED_R', 'PVLP_R', 'WED_R', 'Homolateral', 'projection neuron', 'Ipsilateral', 'Unilateral']"
GF input neuron 874417 MAR JSP - unclassified type 58,874416,47,"['DALv1 R', 'Lineage_annotated', 'Hartenstein_Hemilineage: DALv1', 'Hartenstein_Lineage: DALv1', 'ItoLee_Lineage: VLPa2', 'ItoLee_Hemilineage: VLPa2', 'CardLab', 'CAT-Ongoing', 'Bilateral', 'Input to GF2 medial', 'Input to GF1 anterior', 'RIGHT HEMISPHERE', 'GF1 input neuron', 'Input to GF1 lateral', 'GF2 input neuron', 'Input to GF1 soma tract', 'ACBR', 'GC', 'DALv1', 'presynaptic to DNp02', 'GF input neuron 2370602 JSP', 'Unclassified GF input neuron - type 58', 'Non-Visual_Interneuron', 'AVLP_R', 'EPA_L', 'EPA_R', 'GOR_L', 'GOR_R', 'IB_L', 'ICL_R', 'LAL_R', 'PLP_R', 'PVLP_R', 'SPS_L', 'SPS_R', 'WED_R', 'Input to GF1 medial', 'projection neuron', 'Ipsilateral', 'Heterolateral']"
putative LC4 neuron 893080 SM,893079,46,"['RIGHT HEMISPHERE', 'CardLab', 'Postsynaptic to LPLC2', 'LC4_Imported_Review', 'Visual', 'neuron 14484036', 'Import', 'neuron 14484060', 'neuron 14484012', 'Unilateral', 'PVLP_R', 'Homolateral', 'LCBR', 'neuron 14484000', 'GF1 input neuron', 'putative LC4 neuron', 'neuron 14484024', 'neuron 14344149', 'neuron 14344187', 'neuron 14344741', 'neuron 14344133', 'LO_R', 'PLP_R', 'VPN', 'neuron 14344315', 'neuron 14484048', 'neuron 14483988', 'v14-seg-li-190805.0 upload CATCard', 'presynaptic to DNp02', 'neuron 9088166', 'LO-R', 'Input to GF1 lateral', 'Ipsilateral', 'projection neuron', 'VisualVideo']"
putative LPLC2 neuron 898525 MAR,898524,13,"['GF1 input neuron', 'RIGHT HEMISPHERE', 'CardLab', 'LPLC2', 'LO-R', 'LOP-R', 'Input to GF1 lateral', 'LHN_JUNE_2017', 'LHN_JUNE_2017_NON_PN', 'presynaptic to LC4', 'Visual', 'LCBR', 'LO_R', 'LOP_R', 'PLP_R', 'PVLP_R', 'Ipsilateral', 'Unilateral', 'projection neuron', 'Homolateral', 'VPN', 'VisualVideo']"
SH-BN3->JO16,1055770,257,"['BAlv R', 'Hartenstein_Hemilineage: Balv_ventral', 'interneuron downstream of aBN1', 'ItoLee_Hemilineage: WEDa1_ventral', 'ItoLee_Lineage: WEDa1', 'Hartenstein_Lineage: BAlv', 'Lineage_annotated', 'duplicated', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'GF1 input neuron', 'HampelSeedLab', 'Input to GF1 anterior', 'CardLab-collaborating', 'LCBR', 'presynaptic to JO', 'HampelSeedsLab', 'Unclassified GF input neuron - type 66b', 'postsynaptic to JONeuron', 'AMMC_R', 'SAD', 'VES_R', 'Homolateral', 'WED_R', 'secondary_auditory_interneurons', 'Ipsilateral', 'local neuron', 'Unilateral', 'downstream of aBN1', 'GNG', 'Mechanosensory Interneuron']"
GF input neuron 1060158 MAR SMA JSP - unclassified type 8,1060157,191,"['BAlc R', 'Postsynaptic to LC4', 'Input to GF1 lateral', 'Multi-Modal', 'Unclassified GF input neuron - type 8', 'CardLab', 'Input to GF1 medial', 'rALl', 'Input to GF1 anterior', 'RIGHT HEMISPHERE', 'GF1 input neuron', 'CAT-Ongoing', 'projection neuron', 'presynaptic to LC4', 'presynaptic to JO', 'ACBR', 'BAlc v R', 'Visual_Interneuron', 'type 8a', 'secondary_auditory_interneurons', 'postsynaptic to JONeuron', 'AL_R', 'AMMC_R', 'AVLP_R', 'EPA_R', 'GOR_R', 'LAL_R', 'PVLP_R', 'SAD', 'VES_R', 'WED_R', 'Input to GF1 soma tract', 'Homolateral', 'Ipsilateral', 'Unilateral', 'Mechanosensory Interneuron']"
putative LC4 neuron 1060176 MAR,1060175,33,"['CardLab', 'LO-R', 'Input to GF1 lateral', 'Visual', 'neuron 14465564', 'Import', 'RIGHT HEMISPHERE', 'GF1 input neuron', 'putative LC4 neuron', 'PVLP_R', 'Homolateral', 'LCBR', 'neuron 14465588', 'neuron 14465600', 'neuron 14465576', 'v14-seg-li-190805.0 upload CATCard', 'Merged: Google: 6712729882', 'Merged: Google: 8409365172', 'Merged: Google: 8669749197', 'Merged: Google: 9450265915', 'LC4_Imported_Review', 'LO_R', 'LOP_R', 'PLP_R', 'WED_R', 'Ipsilateral', 'Unilateral', 'projection neuron', 'VPN', 'VisualVideo']"
putative LC4 neuron 1060196 MAR,1060195,58,"['GF1 input neuron', 'RIGHT HEMISPHERE', 'CardLab', 'putative LC4 neuron', 'LC4_Imported_Review', 'presynaptic to LC4', 'Postsynaptic to LPLC2', 'Visual', 'LCBR', 'Import', 'neuron 14484444', 'v14-seg-li-190805.0 upload CATCard', 'neuron 14344279', 'neuron 14344654', 'neuron 12980706', 'neuron 14484432', 'neuron 14484456', 'neuron 14484408', 'neuron 14484420', 'LO-R', 'Input to GF1 lateral', 'LO_R', 'LOP_R', 'PLP_R', 'PVLP_R', 'WED_R', 'Ipsilateral', 'Unilateral', 'Homolateral', 'projection neuron', 'VPN', 'VisualVideo']"
putative LC4 neuron 1060202 MAR,1060201,41,"['GF1 input neuron', 'RIGHT HEMISPHERE', 'CardLab', 'neuron 14492817', 'v14-seg-li-190805.0 upload CATCard', 'neuron 14492805', 'Import', 'Postsynaptic to LPLC2', 'putative LC4 neuron', 'LC4_Imported_Review', 'presynaptic to LC4', 'Visual', 'LCBR', 'LO-R', 'Input to GF1 lateral', 'LO_R', 'LOP_R', 'PLP_R', 'PVLP_R', 'Ipsilateral', 'Homolateral', 'Unilateral', 'projection neuron', 'VPN', 'VisualVideo']"
putative LC4 neuron 1060222 MAR SMA,1060221,50,"['RIGHT HEMISPHERE', 'CardLab', 'Postsynaptic to LPLC2', 'CAT-Ongoing', 'putative LC4 neuron', 'neuron 14493461', 'Import', 'neuron 14493407', 'neuron 14493473', 'neuron 14493419', 'neuron 14493431', 'neuron 14493443', 'v14-seg-li-190805.0 upload CATCard', 'LC4_Imported_Review', 'Visual', 'LCBR', 'Input to GF1 lateral', 'GF1 input neuron', 'LO-R', 'LO_R', 'PLP_R', 'PVLP_R', 'CVid', 'Ipsilateral', 'Homolateral', 'Unilateral', 'projection neuron', 'VPN', 'VisualVideo']"
GF input neuron 1060275 MAR SMA - unclassified type 70,1060274,26,"['LPTC output', 'putative hemibrain match', 'hemibrain bodyid: 1719643238', 'Hartenstein_Hemilineage: DPLpv_posterior', 'ItoLee_Hemilineage: VLPp&l1_posterior', 'Input to GF1 lateral', 'Postsynaptic to LC4', 'GF1 input neuron', 'CardLab', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'JS upstream SPN', 'ItoLee_Lineage: VLPp&l1', 'Lineage_annotated', 'Hartenstein_Lineage: DPLpv', 'Putative_Neurotransmitter: ChA, GABA', 'DPLpv R', 'DPLpv d', 'DN106 input neuron', 'JS upstream Nujabes', 'PCBR', 'Visual_Interneuron', 'Unclassified GF input neuron - type 70', 'GNG', 'AVLP_R', 'EPA_R', 'GOR_R', 'IB_R', 'ICL_R', 'LAL_R', 'PLP_R', 'PVLP_R', 'SAD', 'VES_R', 'SPS_R', 'WED_R', 'Unilateral', 'Ipsilateral', 'projection neuron', 'Homolateral']"
GF input neuron 1060282 MAR SMA - unclassified type 57,1060281,16,"['GF1 input neuron', 'LEFT HEMISPHERE', 'GF2 input neuron', 'CardLab', 'CAT-Ongoing', 'Input to GF2 lateral', 'Input to GF1 lateral', 'Input to GF2 anterior', 'Bilateral', 'ACBR', 'GC', 'Unclassified GF input neuron - type 57', 'Non-Visual_Interneuron', 'AVLP_L', 'AVLP_R', 'GA_L', 'GOR_L', 'IB_L', 'ICL_L', 'LAL_L', 'WED_L', 'PVLP_L', 'PLP_L', 'PVLP_R', 'SAD', 'SPS_L', 'SPS_R', 'LO_L', 'AMMC_L', 'Heterolateral', 'projection neuron', 'contralateral']"
GF input neuron 1060310 MAR SMA - unclassified type 5,1060309,27,"['DALv1 R', 'Lineage_annotated', 'Hartenstein_Hemilineage: DALv1', 'Hartenstein_Lineage: DALv1', 'ItoLee_Lineage: VLPa2', 'ItoLee_Hemilineage: VLPa2', 'ACBR', 'GC', 'CAT-Ongoing', 'Input to GF1 lateral', 'GF1 input neuron', 'CardLab', 'RIGHT HEMISPHERE', 'Postsynaptic to LC4', 'Bilateral', 'Visual_Interneuron', 'Unclassified GF input neuron - type 5', 'AVLP_L', 'AVLP_R', 'GOR_R', 'IB_L', 'ICL_R', 'PVLP_L', 'PLP_R', 'PVLP_R', 'SPS_L', 'SPS_R', 'WED_R', 'LO_L', 'projection neuron', 'Ipsilateral', 'Heterolateral']"
putative LC4 neuron 1060323 MAR JSP,1060322,39,"['RIGHT HEMISPHERE', 'CardLab', 'LHN_JUNE_2017', 'Postsynaptic to LPLC2', 'CAT-Ongoing', 'Input to GF1 lateral', 'GF1 input neuron', 'LO-R', 'putative LC4 neuron', 'LHN_JUNE_2017_NON_PN', 'LC4_Imported_Review', 'neuron 14494629', 'neuron 14494617', 'Import', 'v14-seg-li-190805.0 upload CATCard', 'neuron 14494645', 'Visual', 'LCBR', 'AVLP_R', 'LO_R', 'PLP_R', 'PVLP_R', 'CVid', 'Ipsilateral', 'Homolateral', 'Unilateral', 'projection neuron', 'VPN', 'VisualVideo']"
SH-IN_AMMC L+R,1065707,108,"['Heterolateral', 'WED_R', 'projection neuron', 'Unclassified GF input neuron - type 121', 'contralateral', 'GF1 input neuron', 'CardLab-collaborating', 'CAT-Ongoing', 'CardLab', 'LEFT HEMISPHERE', 'Input to GF1 anterior', 'presynaptic to JO', 'GCBR', 'SET-dorsal', 'HampelSeedsLab', 'Bilateral', 'HampelSeedLab', 'SET-1', 'Unclassified GF input neuron - shared', 'postsynaptic to JONeuron', 'secondary_auditory_interneurons', 'AMMC_R', 'GNG', 'SAD', 'AMMC_L', 'Mechanosensory Interneuron']"
GF input neuron 1075689 MAR SMA JSP - unclassified type 6,1075688,32,"['DPMpl3 R', 'Lineage_annotated', 'Hartenstein_Hemilineage: CM3', 'Hartenstein_Lineage: CM3_dorsal', 'ItoLee_Lineage: DM6', 'ItoLee_Hemilineage: DM6', 'CAT-Ongoing', 'Unclassified GF input neuron - type 6', 'Postsynaptic to LC4', 'GF1 input neuron', 'Input to GF1 lateral', 'Bilateral', 'RIGHT HEMISPHERE', 'CardLab', 'Input to GF1 medial', 'PCBR', 'GC', 'MEF', 'Postsynaptic to LPLC2', 'presynaptic to DNp02', 'presynaptic to DNp11', 'Visual_Interneuron', 'AMMC_R', 'AVLP_R', 'EPA_R', 'GOR_R', 'ICL_R', 'PLP_R', 'PVLP_R', 'SAD', 'SPS_L', 'VES_R', 'SPS_R', 'WED_R', 'Input to GF1 anterior', 'Input to GF1 soma tract', 'Heterolateral', 'projection neuron', 'Ipsilateral']"
GF input neuron 1075716 MAR SMA - unclassified type 5,1075715,56,"['DALv1 R', 'Lineage_annotated', 'Hartenstein_Hemilineage: DALv1', 'Hartenstein_Lineage: DALv1', 'ItoLee_Lineage: VLPa2', 'ItoLee_Hemilineage: VLPa2', 'Input to GF1 lateral', 'presynaptic to LC4', 'Bilateral', 'Unclassified GF input neuron - type 5', 'GF1 input neuron', 'ACBR', 'GC', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'rALld', 'CardLab', 'GF2 input neuron', 'Postsynaptic to LC4', 'Input to GF2 lateral', 'Visual_Interneuron', 'AVLP_R', 'EPA_R', 'GOR_R', 'ICL_R', 'PVLP_L', 'PLP_L', 'PLP_R', 'PVLP_R', 'SPS_L', 'SPS_R', 'WED_R', 'Ipsilateral', 'projection neuron', 'Heterolateral']"
putative LC4 neuron 1075742 MAR,1075741,41,"['RIGHT HEMISPHERE', 'CardLab', 'GF1 input neuron', 'Input to GF1 lateral', 'CAT-Ongoing', 'LOP-R', 'Postsynaptic to LPLC2', 'v14-seg-li-190805.0 upload CATCard', 'Import', 'putative LC4 neuron', 'LC4_Imported_Review', 'presynaptic to LC4', 'Visual', 'LCBR', 'LO-R', 'AVLP_R', 'LO_R', 'PLP_R', 'PVLP_R', 'WED_R', 'Ipsilateral', 'Homolateral', 'Unilateral', 'projection neuron', 'VPN', 'VisualVideo']"
putative LC4 neuron 1075778 MAR SMA,1075777,40,"['GF1 input neuron', 'RIGHT HEMISPHERE', 'CardLab', 'CAT-Ongoing', 'LO-R', 'Input to GF1 lateral', 'Postsynaptic to LPLC2', 'neuron 14495426', 'neuron 14495474', 'Import', 'putative LC4 neuron', 'v14-seg-li-190805.0 upload CATCard', 'neuron 14495486', 'LC4_Imported_Review', 'neuron 14495450', 'neuron 14495438', 'neuron 14495462', 'presynaptic to LC4', 'Visual', 'LCBR', 'AVLP_R', 'LO_R', 'PVLP_R', 'WED_R', 'Ipsilateral', 'Homolateral', 'Unilateral', 'projection neuron', 'VPN', 'VisualVideo']"
putative LC4 neuron 1075822 MAR,1075821,30,"['RIGHT HEMISPHERE', 'CardLab', 'LHN_JUNE_2017', 'Postsynaptic to LPLC2', 'LO-R', 'Input to GF1 lateral', 'GF1 input neuron', 'LHN_JUNE_2017_NON_PN', 'putative LC4 neuron', 'neuron 14495814', 'neuron 14495874', 'neuron 14495862', 'Import', 'neuron 14495850', 'v14-seg-li-190805.0 upload CATCard', 'neuron 14495790', 'neuron 14495802', 'neuron 14495826', 'neuron 14495838', 'LC4_Imported_Review', 'ET_needs_review', 'Visual', 'LCBR', 'LO_R', 'LOP_R', 'PVLP_R', 'Ipsilateral', 'Homolateral', 'Unilateral', 'projection neuron', 'VPN', 'VisualVideo']"
putative LC4 neuron 1077373 MAR,1077372,32,"['RIGHT HEMISPHERE', 'Import', 'neuron 14496405', 'neuron 14496539', 'neuron 14496501', 'neuron 14496441', 'neuron 14496453', 'neuron 14496393', 'neuron 14496551', 'neuron 14496465', 'neuron 14496379', 'neuron 14496417', 'neuron 14496477', 'neuron 14496367', 'neuron 14496429', 'neuron 14496489', 'neuron 14496525', 'v14-seg-li-190805.0 upload CATCard', 'neuron 14496513', 'LC4_Imported_Review', 'Postsynaptic to LPLC2', 'LO-R', 'v14-preview', 'CardLab', 'GF1 input neuron', 'putative LC4 neuron', 'LCBR', 'presynaptic to DNp04', 'Input to GF1 lateral', 'Visual', 'LO_R', 'PVLP_R', 'WED_R', 'Ipsilateral', 'Homolateral', 'Unilateral', 'projection neuron', 'VPN', 'VisualVideo']"
putative LC4 neuron 1077485 MAR,1077484,38,"['RIGHT HEMISPHERE', 'CardLab', 'Postsynaptic to LPLC2', 'LO-R', 'GF1 input neuron', 'putative LC4 neuron', 'Input to GF1 lateral', 'neuron 14496950', 'v14-seg-li-190805.0 upload CATCard', 'Merged: Google: 6582855000', 'Import', 'Merged: Google: 6323110716', 'neuron 14496938', 'neuron 14496878', 'neuron 14496890', 'neuron 14496926', 'neuron 14496914', 'neuron 14496902', 'neuron 14496866', 'LC4_Imported_Review', 'putative LC4 neuron 1077485 MAR', 'presynaptic to LC4', 'Postsynaptic to LC4', 'Visual', 'CAT-Ongoing', 'LCBR', 'LO_R', 'PVLP_R', 'WED_R', 'Ipsilateral', 'Unilateral', 'Homolateral', 'projection neuron', 'VPN', 'VisualVideo']"
putative LC4 neuron 1077586 MAR JSP,1077585,42,"['RIGHT HEMISPHERE', 'CardLab', 'GF1 input neuron', 'putative LC4 neuron', 'Postsynaptic to LPLC2', 'neuron 14501459', 'neuron 14501529', 'neuron 14501486', 'v14-seg-li-190805.0 upload CATCard', 'neuron 14501505', 'PVLP_R', 'LCBR', 'Homolateral', 'CAT-Ongoing', 'LO_R', 'LO-R', 'PLP_R', 'Unilateral', 'Input to GF1 lateral', 'Visual', 'Import', 'LC4_Imported_Review', 'Ipsilateral', 'projection neuron', 'VPN', 'VisualVideo']"
GF input neuron 1078404 SMA - unclassified type 16,1078403,7,"['Hartenstein_Hemilineage: DAMd2', 'Hartenstein_Lineage: DAMd2', 'DAMd2/3 R', 'ItoLee_Hemilineage: SMPad2', 'ItoLee_Lineage: SMPad2', 'Lineage_annotated', 'Unclassified GF input neuron - type 16', 'Input to GF1 lateral', 'GF1 input neuron', 'CardLab', 'CAT-Ongoing', 'Bilateral', 'RIGHT HEMISPHERE', 'MCBR', 'IBT', 'Downstream of aIP-g', 'Non-Visual_Interneuron', 'ATL_R', 'EPA_R', 'IB_L', 'IB_R', 'ICL_R', 'SCL_R', 'PLP_R', 'SIP_R', 'PVLP_R', 'SPS_L', 'SMP_R', 'SPS_R', 'Heterolateral', 'Ipsilateral', 'projection neuron']"
GF input neuron 1078502 MAR JSP - unclassified type 10,1078501,209,"['EPA_R', 'GOR_L', 'Hartenstein_Lineage: BLVp1', 'SCL_R', 'GF2 input neuron', 'presynaptic to JO', 'Postsynaptic to LC4', 'Visual_Interneuron', 'projection neuron', 'Input to GF1 medial', 'RIGHT HEMISPHERE', 'AVLP_L', 'GF1 input neuron', 'GC', 'Postsynaptic to LPLC2', 'Input to GF1 anterior', 'Input to GF1 lateral', 'CardLab', 'CAT-Ongoing', 'Input to GF2 medial', 'Unclassified GF input neuron - type 10', 'Bilateral', 'Mechanosensory Interneuron', 'AMMC_R', 'Type 10a', 'Multi-Modal', 'GOR_R', 'AVLP_R', 'Input to GF2 soma tract', 'Input to GF1 soma tract', 'Heterolateral', 'Ipsilateral', 'IPS_R', 'Lineage_annotated', 'Hartenstein_Hemilineage: BLVp1_posterior', 'ItoLee_Lineage: VLPl&p2', 'ItoLee_Hemilineage: VLPl&p2_posterior', 'VES_R', 'postsynaptic to JONeuron', 'PCBR', 'DN106 input neuron', 'ICL_L', 'ICL_R', 'PVLP_L', 'PLP_R', 'PVLP_R', 'SAD', 'SPS_L', 'SPS_R', 'WED_R']"
GF input neuron 1085146 - unclassified type 108,1085145,1,"['Lineage_annotated', 'Hartenstein_Hemilineage: DPMpl3', 'Hartenstein_Lineage: DPMpl3', 'ItoLee_Lineage: VLPp2', 'ItoLee_Hemilineage: VLPp2', 'DM4 contra desc', 'DM4 d R', 'CardLab', 'CAT-Ongoing', 'Descending Neuron', 'Bilateral', 'RIGHT HEMISPHERE', 'in_connective_z_5565', 'Heterolateral', 'PCBR', 'Sensorimotor', 'MEF', 'GF1 input neuron', 'Input to GF1 soma tract', 'split from GF input neuron 874045 MAR', 'connectives', 'GC', 'Unclassified GF input neuron - Descending', 'CAN_L', 'GNG', 'AVLP_R', 'EPA_R', 'FLA_L', 'GOR_R', 'IB_R', 'ICL_R', 'LAL_R', 'PLP_R', 'PVLP_R', 'SAD', 'SPS_L', 'VES_R', 'SPS_R', 'VES_L', 'Ipsilateral', 'projection neuron', 'Unclassified GF input neuron - type 108']"
putative LC4 neuron 1108135 MAR,1108134,34,"['GF1 input neuron', 'RIGHT HEMISPHERE', 'CardLab', 'LO-R', 'Postsynaptic to LPLC2', 'neuron 14503259', 'neuron 14503233', 'Import', 'neuron 14503246', 'v14-seg-li-190805.0 upload CATCard', 'LC4_Imported_Review', 'Visual', 'LCBR', 'presynaptic to DNp04', 'putative LC4 neuron', 'CAT-Ongoing', 'Input to GF1 lateral', 'LO_R', 'PVLP_R', 'Ipsilateral', 'Homolateral', 'Unilateral', 'projection neuron', 'VPN', 'VisualVideo']"
putative LC4 neuron 1108156 MAR,1108155,41,"['RIGHT HEMISPHERE', 'CardLab', 'GF1 input neuron', 'neuron 14503962', 'Import', 'LO-R', 'Input to GF1 lateral', 'putative LC4 neuron', 'CAT-Ongoing', 'Postsynaptic to LPLC2', 'neuron 14503938', 'v14-seg-li-190805.0 upload CATCard', 'neuron 14503926', 'neuron 14503914', 'neuron 14503950', 'LC4_Imported_Review', 'Visual', 'LCBR', 'LO_R', 'PLP_R', 'PVLP_R', 'WED_R', 'Ipsilateral', 'Homolateral', 'Unilateral', 'projection neuron', 'VPN', 'VisualVideo']"
putative LPLC2 neuron 1143459 SM SMA,1143458,7,"['BLD6 R', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'CardLab', 'Input to GF1 lateral', 'LO-R', 'LOP-R', 'LPLC2', 'Visual', 'LCBR', 'LO_R', 'LOP_R', 'PLP_R', 'PVLP_R', 'Ipsilateral', 'Unilateral', 'projection neuron', 'Homolateral', 'VPN', 'VisualVideo']"
putative LPLC2 neuron 1143466 MAR,1143465,23,"['Post Synaptic to T4/T5', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Optic Lobe', 'CardLab', 'LO-R', 'LOP-R', 'Input to GF1 lateral', 'LPLC2', 'LHN_JUNE_2017', 'LHN_JUNE_2017_NON_PN', 'presynaptic to LC4', 'Postsynaptic to LPLC2', 'Visual', 'LCBR', 'LO_R', 'LOP_R', 'ME_R', 'PVLP_R', 'Ipsilateral', 'Unilateral', 'projection neuron', 'Homolateral', 'VPN', 'VisualVideo']"
putative LPLC2 neuron 1143612 MAR SMA,1143611,5,"['GF1 input neuron', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'Input to GF1 lateral', 'LOP-R', 'LPLC2', 'CardLab', 'LO-R', 'LHN_JUNE_2017', 'LHN_JUNE_2017_NON_PN', 'presynaptic to LC4', 'Visual', 'LCBR', 'LO_R', 'LOP_R', 'PLP_R', 'PVLP_R', 'Ipsilateral', 'Unilateral', 'projection neuron', 'Homolateral', 'VPN', 'VisualVideo']"
